sample_id,overall,audio,video,transcript,synchronization,missing_value,corruption,confidence
719_visual,1.0,,,,1.0,1.0,1.0,1.0
72_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
72_visual,1.0,,,,1.0,1.0,1.0,1.0
720_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
720_visual,1.0,,,,1.0,1.0,1.0,1.0
721_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
721_visual,1.0,,,,1.0,1.0,1.0,1.0
722_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
722_visual,1.0,,,,1.0,1.0,1.0,1.0
723_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
723_visual,1.0,,,,1.0,1.0,1.0,1.0
724_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
724_visual,1.0,,,,1.0,1.0,1.0,1.0
725_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
725_visual,1.0,,,,1.0,1.0,1.0,1.0
726_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
726_visual,1.0,,,,1.0,1.0,1.0,1.0
727_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
727_visual,1.0,,,,1.0,1.0,1.0,1.0
728_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
728_visual,1.0,,,,1.0,1.0,1.0,1.0
729_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
729_visual,1.0,,,,1.0,1.0,1.0,1.0
73_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
73_visual,1.0,,,,1.0,1.0,1.0,1.0
730_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
730_visual,1.0,,,,1.0,1.0,1.0,1.0
731_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
731_visual,1.0,,,,1.0,1.0,1.0,1.0
732_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
732_visual,1.0,,,,1.0,1.0,1.0,1.0
733_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
733_visual,1.0,,,,1.0,1.0,1.0,1.0
734_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
734_visual,1.0,,,,1.0,1.0,1.0,1.0
735_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
735_visual,1.0,,,,1.0,1.0,1.0,1.0
736_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
736_visual,1.0,,,,1.0,1.0,1.0,1.0
737_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
737_visual,1.0,,,,1.0,1.0,1.0,1.0
738_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
738_visual,1.0,,,,1.0,1.0,1.0,1.0
739_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
739_visual,1.0,,,,1.0,1.0,1.0,1.0
74_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
74_visual,1.0,,,,1.0,1.0,1.0,1.0
740_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
740_visual,1.0,,,,1.0,1.0,1.0,1.0
741_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
741_visual,1.0,,,,1.0,1.0,1.0,1.0
742_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
742_visual,1.0,,,,1.0,1.0,1.0,1.0
743_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
743_visual,1.0,,,,1.0,1.0,1.0,1.0
744_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
744_visual,1.0,,,,1.0,1.0,1.0,1.0
745_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
745_visual,1.0,,,,1.0,1.0,1.0,1.0
746_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
746_visual,1.0,,,,1.0,1.0,1.0,1.0
747_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
747_visual,1.0,,,,1.0,1.0,1.0,1.0
748_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
748_visual,1.0,,,,1.0,1.0,1.0,1.0
749_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
749_visual,1.0,,,,1.0,1.0,1.0,1.0
75_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
75_visual,1.0,,,,1.0,1.0,1.0,1.0
750_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
750_visual,1.0,,,,1.0,1.0,1.0,1.0
751_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
751_visual,1.0,,,,1.0,1.0,1.0,1.0
752_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
752_visual,1.0,,,,1.0,1.0,1.0,1.0
753_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
753_visual,1.0,,,,1.0,1.0,1.0,1.0
754_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
754_visual,1.0,,,,1.0,1.0,1.0,1.0
755_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
755_visual,1.0,,,,1.0,1.0,1.0,1.0
756_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
756_visual,1.0,,,,1.0,1.0,1.0,1.0
757_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
757_visual,1.0,,,,1.0,1.0,1.0,1.0
758_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
758_visual,1.0,,,,1.0,1.0,1.0,1.0
759_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
759_visual,1.0,,,,1.0,1.0,1.0,1.0
76_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
76_visual,1.0,,,,1.0,1.0,1.0,1.0
760_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
760_visual,1.0,,,,1.0,1.0,1.0,1.0
761_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
761_visual,1.0,,,,1.0,1.0,1.0,1.0
762_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
762_visual,1.0,,,,1.0,1.0,1.0,1.0
763_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
763_visual,1.0,,,,1.0,1.0,1.0,1.0
764_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
764_visual,1.0,,,,1.0,1.0,1.0,1.0
765_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
765_visual,1.0,,,,1.0,1.0,1.0,1.0
766_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
766_visual,1.0,,,,1.0,1.0,1.0,1.0
767_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
767_visual,1.0,,,,1.0,1.0,1.0,1.0
768_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
768_visual,1.0,,,,1.0,1.0,1.0,1.0
769_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
769_visual,1.0,,,,1.0,1.0,1.0,1.0
77_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
77_visual,1.0,,,,1.0,1.0,1.0,1.0
770_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
770_visual,1.0,,,,1.0,1.0,1.0,1.0
771_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
771_visual,1.0,,,,1.0,1.0,1.0,1.0
772_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
772_visual,1.0,,,,1.0,1.0,1.0,1.0
773_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
773_visual,1.0,,,,1.0,1.0,1.0,1.0
774_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
774_visual,1.0,,,,1.0,1.0,1.0,1.0
775_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
775_visual,1.0,,,,1.0,1.0,1.0,1.0
776_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
776_visual,1.0,,,,1.0,1.0,1.0,1.0
777_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
777_visual,1.0,,,,1.0,1.0,1.0,1.0
778_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
778_visual,1.0,,,,1.0,1.0,1.0,1.0
779_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
779_visual,1.0,,,,1.0,1.0,1.0,1.0
78_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
78_visual,1.0,,,,1.0,1.0,1.0,1.0
780_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
780_visual,1.0,,,,1.0,1.0,1.0,1.0
781_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
781_visual,1.0,,,,1.0,1.0,1.0,1.0
782_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
782_visual,1.0,,,,1.0,1.0,1.0,1.0
783_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
783_visual,1.0,,,,1.0,1.0,1.0,1.0
784_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
784_visual,1.0,,,,1.0,1.0,1.0,1.0
785_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
785_visual,1.0,,,,1.0,1.0,1.0,1.0
786_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
786_visual,1.0,,,,1.0,1.0,1.0,1.0
787_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
787_visual,1.0,,,,1.0,1.0,1.0,1.0
788_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
788_visual,1.0,,,,1.0,1.0,1.0,1.0
789_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
789_visual,1.0,,,,1.0,1.0,1.0,1.0
79_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
79_visual,1.0,,,,1.0,1.0,1.0,1.0
790_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
790_visual,1.0,,,,1.0,1.0,1.0,1.0
791_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
791_visual,1.0,,,,1.0,1.0,1.0,1.0
792_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
792_visual,1.0,,,,1.0,1.0,1.0,1.0
793_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
793_visual,1.0,,,,1.0,1.0,1.0,1.0
794_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
794_visual,1.0,,,,1.0,1.0,1.0,1.0
795_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
795_visual,1.0,,,,1.0,1.0,1.0,1.0
796_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
796_visual,1.0,,,,1.0,1.0,1.0,1.0
797_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
797_visual,1.0,,,,1.0,1.0,1.0,1.0
798_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
798_visual,1.0,,,,1.0,1.0,1.0,1.0
799_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
799_visual,1.0,,,,1.0,1.0,1.0,1.0
8_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
8_visual,1.0,,,,1.0,1.0,1.0,1.0
80_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
80_visual,1.0,,,,1.0,1.0,1.0,1.0
800_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
800_visual,1.0,,,,1.0,1.0,1.0,1.0
801_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
801_visual,1.0,,,,1.0,1.0,1.0,1.0
802_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
802_visual,1.0,,,,1.0,1.0,1.0,1.0
803_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
803_visual,1.0,,,,1.0,1.0,1.0,1.0
804_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
804_visual,1.0,,,,1.0,1.0,1.0,1.0
805_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
805_visual,1.0,,,,1.0,1.0,1.0,1.0
806_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
806_visual,1.0,,,,1.0,1.0,1.0,1.0
807_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
807_visual,1.0,,,,1.0,1.0,1.0,1.0
808_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
808_visual,1.0,,,,1.0,1.0,1.0,1.0
809_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
809_visual,1.0,,,,1.0,1.0,1.0,1.0
81_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
81_visual,1.0,,,,1.0,1.0,1.0,1.0
810_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
810_visual,1.0,,,,1.0,1.0,1.0,1.0
811_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
811_visual,1.0,,,,1.0,1.0,1.0,1.0
812_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
812_visual,1.0,,,,1.0,1.0,1.0,1.0
813_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
813_visual,1.0,,,,1.0,1.0,1.0,1.0
814_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
814_visual,1.0,,,,1.0,1.0,1.0,1.0
815_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
815_visual,1.0,,,,1.0,1.0,1.0,1.0
816_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
816_visual,1.0,,,,1.0,1.0,1.0,1.0
817_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
817_visual,1.0,,,,1.0,1.0,1.0,1.0
818_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
818_visual,1.0,,,,1.0,1.0,1.0,1.0
819_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
819_visual,1.0,,,,1.0,1.0,1.0,1.0
82_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
82_visual,1.0,,,,1.0,1.0,1.0,1.0
820_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
820_visual,1.0,,,,1.0,1.0,1.0,1.0
821_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
821_visual,1.0,,,,1.0,1.0,1.0,1.0
822_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
822_visual,1.0,,,,1.0,1.0,1.0,1.0
823_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
823_visual,1.0,,,,1.0,1.0,1.0,1.0
824_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
824_visual,1.0,,,,1.0,1.0,1.0,1.0
825_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
825_visual,1.0,,,,1.0,1.0,1.0,1.0
826_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
826_visual,1.0,,,,1.0,1.0,1.0,1.0
827_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
827_visual,1.0,,,,1.0,1.0,1.0,1.0
828_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
828_visual,1.0,,,,1.0,1.0,1.0,1.0
829_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
829_visual,1.0,,,,1.0,1.0,1.0,1.0
83_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
83_visual,1.0,,,,1.0,1.0,1.0,1.0
830_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
830_visual,1.0,,,,1.0,1.0,1.0,1.0
831_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
831_visual,1.0,,,,1.0,1.0,1.0,1.0
832_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
832_visual,1.0,,,,1.0,1.0,1.0,1.0
833_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
833_visual,1.0,,,,1.0,1.0,1.0,1.0
834_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
834_visual,1.0,,,,1.0,1.0,1.0,1.0
835_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
835_visual,1.0,,,,1.0,1.0,1.0,1.0
836_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
836_visual,1.0,,,,1.0,1.0,1.0,1.0
837_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
837_visual,1.0,,,,1.0,1.0,1.0,1.0
838_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
838_visual,1.0,,,,1.0,1.0,1.0,1.0
839_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
839_visual,1.0,,,,1.0,1.0,1.0,1.0
84_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
84_visual,1.0,,,,1.0,1.0,1.0,1.0
840_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
840_visual,1.0,,,,1.0,1.0,1.0,1.0
841_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
841_visual,1.0,,,,1.0,1.0,1.0,1.0
842_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
842_visual,1.0,,,,1.0,1.0,1.0,1.0
843_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
843_visual,1.0,,,,1.0,1.0,1.0,1.0
844_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
844_visual,1.0,,,,1.0,1.0,1.0,1.0
845_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
845_visual,1.0,,,,1.0,1.0,1.0,1.0
846_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
846_visual,1.0,,,,1.0,1.0,1.0,1.0
847_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
847_visual,1.0,,,,1.0,1.0,1.0,1.0
848_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
848_visual,1.0,,,,1.0,1.0,1.0,1.0
849_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
849_visual,1.0,,,,1.0,1.0,1.0,1.0
85_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
85_visual,1.0,,,,1.0,1.0,1.0,1.0
850_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
850_visual,1.0,,,,1.0,1.0,1.0,1.0
851_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
851_visual,1.0,,,,1.0,1.0,1.0,1.0
852_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
852_visual,1.0,,,,1.0,1.0,1.0,1.0
853_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
853_visual,1.0,,,,1.0,1.0,1.0,1.0
854_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
854_visual,1.0,,,,1.0,1.0,1.0,1.0
855_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
855_visual,1.0,,,,1.0,1.0,1.0,1.0
856_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
856_visual,1.0,,,,1.0,1.0,1.0,1.0
857_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
857_visual,1.0,,,,1.0,1.0,1.0,1.0
858_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
858_visual,1.0,,,,1.0,1.0,1.0,1.0
859_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
859_visual,1.0,,,,1.0,1.0,1.0,1.0
86_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
86_visual,1.0,,,,1.0,1.0,1.0,1.0
860_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
860_visual,1.0,,,,1.0,1.0,1.0,1.0
861_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
861_visual,1.0,,,,1.0,1.0,1.0,1.0
862_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
862_visual,1.0,,,,1.0,1.0,1.0,1.0
863_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
863_visual,1.0,,,,1.0,1.0,1.0,1.0
864_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
864_visual,1.0,,,,1.0,1.0,1.0,1.0
865_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
865_visual,1.0,,,,1.0,1.0,1.0,1.0
866_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
866_visual,1.0,,,,1.0,1.0,1.0,1.0
867_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
867_visual,1.0,,,,1.0,1.0,1.0,1.0
868_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
868_visual,1.0,,,,1.0,1.0,1.0,1.0
869_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
869_visual,1.0,,,,1.0,1.0,1.0,1.0
87_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
87_visual,1.0,,,,1.0,1.0,1.0,1.0
870_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
870_visual,1.0,,,,1.0,1.0,1.0,1.0
871_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
871_visual,1.0,,,,1.0,1.0,1.0,1.0
872_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
872_visual,1.0,,,,1.0,1.0,1.0,1.0
873_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
873_visual,1.0,,,,1.0,1.0,1.0,1.0
874_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
874_visual,1.0,,,,1.0,1.0,1.0,1.0
875_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
875_visual,1.0,,,,1.0,1.0,1.0,1.0
876_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
876_visual,1.0,,,,1.0,1.0,1.0,1.0
877_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
877_visual,1.0,,,,1.0,1.0,1.0,1.0
878_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
878_visual,1.0,,,,1.0,1.0,1.0,1.0
879_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
879_visual,1.0,,,,1.0,1.0,1.0,1.0
88_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
88_visual,1.0,,,,1.0,1.0,1.0,1.0
880_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
880_visual,1.0,,,,1.0,1.0,1.0,1.0
881_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
881_visual,1.0,,,,1.0,1.0,1.0,1.0
882_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
882_visual,1.0,,,,1.0,1.0,1.0,1.0
883_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
883_visual,1.0,,,,1.0,1.0,1.0,1.0
884_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
884_visual,1.0,,,,1.0,1.0,1.0,1.0
885_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
885_visual,1.0,,,,1.0,1.0,1.0,1.0
886_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
886_visual,1.0,,,,1.0,1.0,1.0,1.0
887_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
887_visual,1.0,,,,1.0,1.0,1.0,1.0
888_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
888_visual,1.0,,,,1.0,1.0,1.0,1.0
889_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
889_visual,1.0,,,,1.0,1.0,1.0,1.0
89_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
89_visual,1.0,,,,1.0,1.0,1.0,1.0
890_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
890_visual,1.0,,,,1.0,1.0,1.0,1.0
891_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
891_visual,1.0,,,,1.0,1.0,1.0,1.0
892_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
892_visual,1.0,,,,1.0,1.0,1.0,1.0
893_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
893_visual,1.0,,,,1.0,1.0,1.0,1.0
894_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
894_visual,1.0,,,,1.0,1.0,1.0,1.0
895_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
895_visual,1.0,,,,1.0,1.0,1.0,1.0
896_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
896_visual,1.0,,,,1.0,1.0,1.0,1.0
897_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
897_visual,1.0,,,,1.0,1.0,1.0,1.0
898_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
898_visual,1.0,,,,1.0,1.0,1.0,1.0
899_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
899_visual,1.0,,,,1.0,1.0,1.0,1.0
9_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
9_visual,1.0,,,,1.0,1.0,1.0,1.0
90_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
90_visual,1.0,,,,1.0,1.0,1.0,1.0
900_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
900_visual,1.0,,,,1.0,1.0,1.0,1.0
901_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
901_visual,1.0,,,,1.0,1.0,1.0,1.0
902_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
902_visual,1.0,,,,1.0,1.0,1.0,1.0
903_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
903_visual,1.0,,,,1.0,1.0,1.0,1.0
904_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
904_visual,1.0,,,,1.0,1.0,1.0,1.0
905_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
905_visual,1.0,,,,1.0,1.0,1.0,1.0
906_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
906_visual,1.0,,,,1.0,1.0,1.0,1.0
907_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
907_visual,1.0,,,,1.0,1.0,1.0,1.0
908_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
908_visual,1.0,,,,1.0,1.0,1.0,1.0
909_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
909_visual,1.0,,,,1.0,1.0,1.0,1.0
91_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
91_visual,1.0,,,,1.0,1.0,1.0,1.0
910_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
910_visual,1.0,,,,1.0,1.0,1.0,1.0
911_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
911_visual,1.0,,,,1.0,1.0,1.0,1.0
912_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
912_visual,1.0,,,,1.0,1.0,1.0,1.0
913_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
913_visual,1.0,,,,1.0,1.0,1.0,1.0
914_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
914_visual,1.0,,,,1.0,1.0,1.0,1.0
915_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
915_visual,1.0,,,,1.0,1.0,1.0,1.0
916_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
916_visual,1.0,,,,1.0,1.0,1.0,1.0
917_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
917_visual,1.0,,,,1.0,1.0,1.0,1.0
918_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
918_visual,1.0,,,,1.0,1.0,1.0,1.0
919_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
919_visual,1.0,,,,1.0,1.0,1.0,1.0
92_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
92_visual,1.0,,,,1.0,1.0,1.0,1.0
920_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
920_visual,1.0,,,,1.0,1.0,1.0,1.0
921_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
921_visual,1.0,,,,1.0,1.0,1.0,1.0
922_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
922_visual,1.0,,,,1.0,1.0,1.0,1.0
923_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
923_visual,1.0,,,,1.0,1.0,1.0,1.0
924_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
924_visual,1.0,,,,1.0,1.0,1.0,1.0
925_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
925_visual,1.0,,,,1.0,1.0,1.0,1.0
926_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
926_visual,1.0,,,,1.0,1.0,1.0,1.0
927_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
927_visual,1.0,,,,1.0,1.0,1.0,1.0
928_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
928_visual,1.0,,,,1.0,1.0,1.0,1.0
929_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
929_visual,1.0,,,,1.0,1.0,1.0,1.0
93_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
93_visual,1.0,,,,1.0,1.0,1.0,1.0
930_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
930_visual,1.0,,,,1.0,1.0,1.0,1.0
931_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
931_visual,1.0,,,,1.0,1.0,1.0,1.0
